type,data_dim,laten_dim,n_params,max_set_size,min_value,max_value,label,multisets,train_samples,valid_samples,test_samples,train_label_mean,train_label_std,train_label_min,train_label_max,train_label_median,train_label_mode,train_delta,valid_label_mean,valid_label_std,valid_label_min,valid_label_max,valid_label_median,valid_label_mode,valid_delta,test_label_mean,test_label_std,test_label_min,test_label_max,test_label_median,test_label_mode,test_delta,max_epochs,patience,min_delta,lr,batch_size,random_seed,weight_decay,grad_norm_threshold,use_batch_sampler,use_gpu,results_out,loss,epochs,avg_train_loss,best_valid_loss,avg_test_loss
sorted_mlp,1,10,121,10,0,10,sum,True,10000,1000,1000,27.3367,16.025339126586914,0.0,78.0,26.0,9.0,1.7492488622665405,26.977,16.63551902770996,0.0,79.0,25.0,10.0,1.7338699102401733,27.628,16.27346420288086,0.0,71.0,26.0,25.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,sum-results.csv,mse,69,0.0001412793958783727,1.213056125948242e-05,8.712851496284202e-06
pna,1,10,141,10,0,10,sum,True,10000,1000,1000,27.3367,16.025339126586914,0.0,78.0,26.0,9.0,1.7492488622665405,26.977,16.63551902770996,0.0,79.0,25.0,10.0,1.7338699102401733,27.628,16.27346420288086,0.0,71.0,26.0,25.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,sum-results.csv,mse,417,0.125187635374297,0.12272030394524336,0.11997660808265209
small_set_transformer,1,10,37953,10,0,10,sum,True,10000,1000,1000,27.3367,16.025339126586914,0.0,78.0,26.0,9.0,1.7492488622665405,26.977,16.63551902770996,0.0,79.0,25.0,10.0,1.7338699102401733,27.628,16.27346420288086,0.0,71.0,26.0,25.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,sum-results.csv,mse,74,0.004730399874542102,0.00021744433888670756,0.00021571274601228652
deepsets_mlp_sum,1,10,251,10,0,10,sum,False,10000,1000,1000,27.4567,14.953466415405273,0.0,55.0,27.0,45.0,1.7492488622665405,27.184,15.37882137298584,0.0,55.0,28.0,46.0,1.7338699102401733,28.075,15.198532104492188,0.0,55.0,28.0,45.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,sum-results.csv,mse,151,2.077041244050471e-06,4.735230838548432e-07,5.039726129751898e-07
deepsets_mlp_max,1,10,251,10,0,10,sum,False,10000,1000,1000,27.4567,14.953466415405273,0.0,55.0,27.0,45.0,1.7492488622665405,27.184,15.37882137298584,0.0,55.0,28.0,46.0,1.7338699102401733,28.075,15.198532104492188,0.0,55.0,28.0,45.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,sum-results.csv,mse,70,76.69573048877109,70.07253932952881,77.57424426078796
deepsets_mlp_fspool,1,10,361,10,0,10,sum,False,10000,1000,1000,27.4567,14.953466415405273,0.0,55.0,27.0,45.0,1.7492488622665405,27.184,15.37882137298584,0.0,55.0,28.0,46.0,1.7338699102401733,28.075,15.198532104492188,0.0,55.0,28.0,45.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,sum-results.csv,mse,155,0.0003336818789051858,1.1315309762949255e-05,1.2319072595801117e-05
mlp,1,10,121,10,0,10,sum,False,10000,1000,1000,27.4567,14.953466415405273,0.0,55.0,27.0,45.0,1.7492488622665405,27.184,15.37882137298584,0.0,55.0,28.0,46.0,1.7338699102401733,28.075,15.198532104492188,0.0,55.0,28.0,45.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,sum-results.csv,mse,91,4.778147802420454e-05,6.234620659739676e-07,6.438399502428638e-07
sorted_mlp,1,10,121,10,0,10,sum,False,10000,1000,1000,27.4567,14.953466415405273,0.0,55.0,27.0,45.0,1.7492488622665405,27.184,15.37882137298584,0.0,55.0,28.0,46.0,1.7338699102401733,28.075,15.198532104492188,0.0,55.0,28.0,45.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,sum-results.csv,mse,93,0.00018996048057867663,8.96712716098591e-05,0.00011877845815888577
pna,1,10,141,10,0,10,sum,False,10000,1000,1000,27.4567,14.953466415405273,0.0,55.0,27.0,45.0,1.7492488622665405,27.184,15.37882137298584,0.0,55.0,28.0,46.0,1.7338699102401733,28.075,15.198532104492188,0.0,55.0,28.0,45.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,sum-results.csv,mse,212,0.06052531617557167,0.05937448237091303,0.06344155827537179
small_set_transformer,1,10,37953,10,0,10,sum,False,10000,1000,1000,27.4567,14.953466415405273,0.0,55.0,27.0,45.0,1.7492488622665405,27.184,15.37882137298584,0.0,55.0,28.0,46.0,1.7338699102401733,28.075,15.198532104492188,0.0,55.0,28.0,45.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,sum-results.csv,mse,32,0.012513617772696493,0.0004545486062852433,0.0004446700477274135
