type,data_dim,laten_dim,n_params,max_set_size,min_value,max_value,label,multisets,train_samples,valid_samples,test_samples,train_label_mean,train_label_std,train_label_min,train_label_max,train_label_median,train_label_mode,train_delta,valid_label_mean,valid_label_std,valid_label_min,valid_label_max,valid_label_median,valid_label_mode,valid_delta,test_label_mean,test_label_std,test_label_min,test_label_max,test_label_median,test_label_mode,test_delta,max_epochs,patience,min_delta,lr,batch_size,random_seed,weight_decay,grad_norm_threshold,use_batch_sampler,use_gpu,results_out,loss,epochs,avg_train_loss,best_valid_loss,avg_test_loss
pna,1,10,141,10,0,10,mean,False,10000,1000,1000,4.9992805,1.5102912187576294,0.0,10.0,5.0,5.0,1.7441093921661377,4.933714,1.5322868824005127,0.0,10.0,5.0,5.0,1.7379363775253296,5.077433,1.5214424133300781,0.0,10.0,5.0,5.0,1.737896203994751,500,15,1e-09,0.001,64,999,0.005,50.0,False,True,min-results.csv,mse,69,0.00016245902016362958,9.484536190029758e-05,0.00010235631043542526
small_set_transformer,1,10,37953,10,0,10,mean,False,10000,1000,1000,4.9992805,1.5102912187576294,0.0,10.0,5.0,5.0,1.7441093921661377,4.933714,1.5322868824005127,0.0,10.0,5.0,5.0,1.7379363775253296,5.077433,1.5214424133300781,0.0,10.0,5.0,5.0,1.737896203994751,500,15,1e-09,0.001,64,999,0.005,50.0,False,True,min-results.csv,mse,39,0.4072864186611904,0.35878858529031277,0.3549287589266896
deepsets_mlp_sum,1,10,251,10,0,10,mean,True,10000,1000,1000,4.9910507,1.713227391242981,0.0,10.0,5.0,5.0,1.7492488622665405,4.966592,1.7600033283233643,0.0,10.0,5.0,6.0,1.7338699102401733,4.9580574,1.671234369277954,0.0,10.0,5.0,5.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,min-results.csv,mse,168,0.015432360036310497,0.01423450472066179,0.014662746340036392
deepsets_mlp_max,1,10,251,10,0,10,mean,True,10000,1000,1000,4.9910507,1.713227391242981,0.0,10.0,5.0,5.0,1.7492488622665405,4.966592,1.7600033283233643,0.0,10.0,5.0,6.0,1.7338699102401733,4.9580574,1.671234369277954,0.0,10.0,5.0,5.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,min-results.csv,mse,41,0.45729921444965776,0.4583785366266966,0.42746538668870926
deepsets_mlp_fspool,1,10,361,10,0,10,mean,True,10000,1000,1000,4.9910507,1.713227391242981,0.0,10.0,5.0,5.0,1.7492488622665405,4.966592,1.7600033283233643,0.0,10.0,5.0,6.0,1.7338699102401733,4.9580574,1.671234369277954,0.0,10.0,5.0,5.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,min-results.csv,mse,98,0.16826629937644216,0.16849575948435813,0.13649572583381087
mlp,1,10,121,10,0,10,mean,True,10000,1000,1000,4.9910507,1.713227391242981,0.0,10.0,5.0,5.0,1.7492488622665405,4.966592,1.7600033283233643,0.0,10.0,5.0,6.0,1.7338699102401733,4.9580574,1.671234369277954,0.0,10.0,5.0,5.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,min-results.csv,mse,217,0.27511139190310885,0.26010520942509174,0.2690748837776482
sorted_mlp,1,10,121,10,0,10,mean,True,10000,1000,1000,4.9910507,1.713227391242981,0.0,10.0,5.0,5.0,1.7492488622665405,4.966592,1.7600033283233643,0.0,10.0,5.0,6.0,1.7338699102401733,4.9580574,1.671234369277954,0.0,10.0,5.0,5.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,min-results.csv,mse,122,0.6276745088161177,0.6854842193424702,0.5955603048205376
pna,1,10,141,10,0,10,mean,True,10000,1000,1000,4.9910507,1.713227391242981,0.0,10.0,5.0,5.0,1.7492488622665405,4.966592,1.7600033283233643,0.0,10.0,5.0,6.0,1.7338699102401733,4.9580574,1.671234369277954,0.0,10.0,5.0,5.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,min-results.csv,mse,58,0.00015135099896330646,7.787721710883488e-05,7.163967711676378e-05
small_set_transformer,1,10,37953,10,0,10,mean,True,10000,1000,1000,4.9910507,1.713227391242981,0.0,10.0,5.0,5.0,1.7492488622665405,4.966592,1.7600033283233643,0.0,10.0,5.0,6.0,1.7338699102401733,4.9580574,1.671234369277954,0.0,10.0,5.0,5.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,min-results.csv,mse,61,0.560949010928725,0.6065146923065186,0.535727895796299
deepsets_mlp_sum,1,10,251,10,0,10,mean,False,10000,1000,1000,5.0284734,1.487512469291687,0.0,10.0,5.0,5.0,1.7492488622665405,4.9792814,1.5158063173294067,0.0,10.0,5.0,5.0,1.7338699102401733,5.0233293,1.4986798763275146,0.0,10.0,5.0,5.0,1.7586982250213623,500,15,1e-09,0.001,64,9999,0.005,50.0,False,True,min-results.csv,mse,56,0.34107749287489875,0.32201882917433977,0.2985202260315418
