type,data_dim,laten_dim,n_params,max_set_size,min_value,max_value,label,multisets,train_samples,valid_samples,test_samples,train_label_mean,train_label_std,train_label_min,train_label_max,train_label_median,train_label_mode,train_delta,valid_label_mean,valid_label_std,valid_label_min,valid_label_max,valid_label_median,valid_label_mode,valid_delta,test_label_mean,test_label_std,test_label_min,test_label_max,test_label_median,test_label_mode,test_delta,max_epochs,patience,min_delta,lr,batch_size,random_seed,weight_decay,grad_norm_threshold,use_batch_sampler,use_gpu,results_out,loss,epochs,avg_train_loss,best_valid_loss,test_mse,test_mae,test_med_ae,test_max_error,test_mape,test_r2,avg_test_loss
pna,1,8,3253,8,-100,100,sum,True,10000,1000,1000,-1.7207,120.6064453125,-526.0,558.0,-1.0,12.0,1.5935304164886475,-2.551,119.95564270019531,-405.0,410.0,-4.0,-14.0,1.5713962316513062,-0.85,123.9687271118164,-378.0,443.0,-3.0,-32.0,1.5809353590011597,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,pna-diff-set-sizes-results.csv,mse,33,4.702010062469799,2.1980359852313995,1.9479769468307495,1.0645641088485718,0.8909587860107422,10.293670654296875,11084999163904.0,0.9998732466224923,1.9291694834828377
pna,1,8,3253,16,-100,100,sum,True,10000,1000,1000,-0.3669,168.1516876220703,-651.0,754.0,0.0,64.0,2.086803913116455,-3.994,164.2848358154297,-620.0,642.0,-5.0,-94.0,2.0597832202911377,0.117,171.40850830078125,-645.0,577.0,-0.5,76.0,2.063805103302002,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,pna-diff-set-sizes-results.csv,mse,89,6.226069117427632,1.9114636555314064,2.645974636077881,0.8610429167747498,0.623682975769043,30.794921875,13783693000704.0,0.9999099422929928,2.6117210648953915
pna,1,8,3253,32,-100,100,sum,True,10000,1000,1000,-0.4234,232.7130126953125,-1048.0,1091.0,-1.0,-37.0,2.649203062057495,9.993,224.57327270507812,-678.0,910.0,9.0,-24.0,2.618053913116455,-9.602,225.84738159179688,-965.0,795.0,-9.5,-94.0,2.6180479526519775,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,pna-diff-set-sizes-results.csv,mse,61,19.096377217845554,6.318482965230942,11.392732620239258,1.5949357748031616,1.0348587036132812,51.08746337890625,16861281386496.0,0.9997766439116822,11.236961662769318
pna,1,8,3253,64,-100,100,sum,True,10000,1000,1000,-4.5196,325.7957458496094,-1483.0,1420.0,-1.0,-75.0,3.2619073390960693,-11.477,317.8013916015625,-1141.0,1006.0,-13.0,62.0,3.2282028198242188,2.993,327.67236328125,-1295.0,1077.0,2.5,-134.0,3.222740888595581,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,pna-diff-set-sizes-results.csv,mse,34,62.61360939293151,29.384823203086853,25.026273727416992,3.170997142791748,2.2244606018066406,65.0123291015625,15596600164352.0,0.9997669138261672,25.441663563251495
pna,1,8,3253,128,-100,100,sum,True,10000,1000,1000,-11.7718,464.27020263671875,-1990.0,2092.0,-7.0,-3.0,3.906660556793213,-5.877,438.42767333984375,-1563.0,1629.0,6.5,37.0,3.873002052307129,7.352,455.4123840332031,-1729.0,1765.0,5.5,-120.0,3.8627851009368896,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,pna-diff-set-sizes-results.csv,mse,56,94.86246771721324,26.049913227558136,70.49388885498047,3.0987465381622314,1.8330307006835938,180.8017578125,4004270571520.0,0.9996601073823427,69.20105746388435
pna,1,8,3253,256,-100,100,sum,True,10000,1000,1000,-12.4342,650.7060546875,-3095.0,3029.0,-10.0,-264.0,4.571545124053955,-22.822,618.7774658203125,-2378.0,2289.0,-11.5,-93.0,4.538384914398193,-12.812,627.735595703125,-2636.0,2424.0,-15.0,-66.0,4.524194240570068,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,pna-diff-set-sizes-results.csv,mse,33,393.01561037294425,208.4153003692627,294.52606201171875,7.482348442077637,3.3781890869140625,196.765869140625,0.04034145176410675,0.9992525705841889,288.4519610404968
pna,1,8,3253,512,-100,100,sum,True,10000,1000,1000,-21.4571,919.6292724609375,-4042.0,4570.0,-12.0,-207.0,5.248648166656494,-54.368,904.8175659179688,-3693.0,3333.0,-40.5,-42.0,5.216047763824463,-17.564,891.1109619140625,-3278.0,3098.0,-19.5,-544.0,5.19927453994751,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,pna-diff-set-sizes-results.csv,mse,79,924.4650762278563,438.68111515045166,453.5963439941406,10.453042030334473,5.696891784667969,221.318359375,0.0573762021958828,0.9994287765830286,449.9800081253052
pna,1,8,3253,1024,-100,100,sum,True,10000,1000,1000,-34.4043,1307.7252197265625,-6249.0,6689.0,-29.5,211.0,5.932857990264893,13.265,1292.8341064453125,-4437.0,5348.0,1.0,282.0,5.900405406951904,-48.561,1267.7017822265625,-6106.0,4942.0,-57.0,268.0,5.8831610679626465,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,pna-diff-set-sizes-results.csv,mse,53,4017.433647009977,3192.6052207946777,2530.69384765625,28.37705421447754,17.85382080078125,784.78662109375,0.15337245166301727,0.9984252725319975,2581.672664642334
pna,1,8,3253,8,-100,100,largest_pair_sum,True,10000,1000,1000,75.3149,77.86625671386719,-195.0,200.0,89.0,143.0,1.5935304164886475,71.506,79.5936279296875,-175.0,199.0,83.0,126.0,1.5713962316513062,71.876,82.15796661376953,-190.0,198.0,85.0,68.0,1.5809353590011597,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,pna-diff-set-sizes-results.csv,mse,36,36.40648759246632,33.4552743434906,36.34174346923828,3.9999842643737793,2.306854248046875,26.714080810546875,21921993326592.0,0.9946159832722701,36.394771099090576
pna,1,8,3253,16,-100,100,largest_pair_sum,True,10000,1000,1000,114.6807,71.8364028930664,-186.0,200.0,138.0,175.0,2.086803913116455,111.771,74.47907257080078,-196.0,199.0,137.5,140.0,2.0597832202911377,113.484,70.77845764160156,-164.0,200.0,135.0,179.0,2.063805103302002,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,pna-diff-set-sizes-results.csv,mse,34,56.75208013984049,50.11194384098053,56.05740737915039,5.520936489105225,4.138936996459961,31.820388793945312,0.07158752530813217,0.9888099808901499,56.080745458602905
