type,data_dim,laten_dim,n_params,max_set_size,min_value,max_value,label,multisets,train_samples,valid_samples,test_samples,train_label_mean,train_label_std,train_label_min,train_label_max,train_label_median,train_label_mode,train_delta,valid_label_mean,valid_label_std,valid_label_min,valid_label_max,valid_label_median,valid_label_mode,valid_delta,test_label_mean,test_label_std,test_label_min,test_label_max,test_label_median,test_label_mode,test_delta,max_epochs,patience,min_delta,lr,batch_size,random_seed,weight_decay,grad_norm_threshold,use_batch_sampler,use_gpu,results_out,loss,epochs,avg_train_loss,best_valid_loss,test_mse,test_mae,test_med_ae,test_max_error,test_mape,test_r2,avg_test_loss
deepsets_mlp_fspool,1,8,6201,8,-100,100,sum,True,10000,1000,1000,-1.7207,120.6064453125,-526.0,558.0,-1.0,12.0,1.5935304164886475,-2.551,119.95564270019531,-405.0,410.0,-4.0,-14.0,1.5713962316513062,-0.85,123.9687271118164,-378.0,443.0,-3.0,-32.0,1.5809353590011597,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,deepsets_mlp_fspool-diff-set-sizes-results.csv,mse,25,1.2661859461456348,0.880513658747077,1.0581623315811157,0.7131705284118652,0.500462532043457,7.3983154296875,15607716118528.0,0.9999311461860305,1.076118029654026
deepsets_mlp_fspool,1,8,7097,16,-100,100,sum,True,10000,1000,1000,-0.3669,168.1516876220703,-651.0,754.0,0.0,64.0,2.086803913116455,-3.994,164.2848358154297,-620.0,642.0,-5.0,-94.0,2.0597832202911377,0.117,171.40850830078125,-645.0,577.0,-0.5,76.0,2.063805103302002,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,deepsets_mlp_fspool-diff-set-sizes-results.csv,mse,46,3.8126681816236228,0.4595795888453722,0.6576835513114929,0.47959792613983154,0.3296372890472412,9.288116455078125,6070516318208.0,0.9999776152525988,0.6524705793708563
deepsets_mlp_fspool,1,8,8889,32,-100,100,sum,True,10000,1000,1000,-0.4234,232.7130126953125,-1048.0,1091.0,-1.0,-37.0,2.649203062057495,9.993,224.57327270507812,-678.0,910.0,9.0,-24.0,2.618053913116455,-9.602,225.84738159179688,-965.0,795.0,-9.5,-94.0,2.6180479526519775,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,deepsets_mlp_fspool-diff-set-sizes-results.csv,mse,50,14.912208395019459,1.525283195078373,1.4428677558898926,0.8579820990562439,0.620147705078125,6.1021728515625,8131778707456.0,0.9999717123803689,1.4609540663659573
deepsets_mlp_fspool,1,8,12473,64,-100,100,sum,True,10000,1000,1000,-4.5196,325.7957458496094,-1483.0,1420.0,-1.0,-75.0,3.2619073390960693,-11.477,317.8013916015625,-1141.0,1006.0,-13.0,62.0,3.2282028198242188,2.993,327.67236328125,-1295.0,1077.0,2.5,-134.0,3.222740888595581,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,deepsets_mlp_fspool-diff-set-sizes-results.csv,mse,33,13.027537037612527,3.311818443238735,3.056417465209961,1.25752592086792,0.9150314331054688,9.26849365234375,5209954713600.0,0.9999715335669804,3.0435281321406364
deepsets_mlp_fspool,1,8,19641,128,-100,100,sum,True,10000,1000,1000,-11.7718,464.27020263671875,-1990.0,2092.0,-7.0,-3.0,3.906660556793213,-5.877,438.42767333984375,-1563.0,1629.0,6.5,37.0,3.873002052307129,7.352,455.4123840332031,-1729.0,1765.0,5.5,-120.0,3.8627851009368896,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,deepsets_mlp_fspool-diff-set-sizes-results.csv,mse,31,177.89380173166845,40.98189675807953,38.77595138549805,4.544373512268066,3.3359375,46.4737548828125,1511427276800.0,0.9998130382630317,38.382922649383545
deepsets_mlp_fspool,1,8,33977,256,-100,100,sum,True,10000,1000,1000,-12.4342,650.7060546875,-3095.0,3029.0,-10.0,-264.0,4.571545124053955,-22.822,618.7774658203125,-2378.0,2289.0,-11.5,-93.0,4.538384914398193,-12.812,627.735595703125,-2636.0,2424.0,-15.0,-66.0,4.524194240570068,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,deepsets_mlp_fspool-diff-set-sizes-results.csv,mse,67,208.64538401706963,72.64380669593811,78.98851776123047,6.805566310882568,5.125144958496094,28.6842041015625,0.06090166047215462,0.9997995479832181,78.30482125282288
deepsets_mlp_fspool,1,8,62649,512,-100,100,sum,True,10000,1000,1000,-21.4571,919.6292724609375,-4042.0,4570.0,-12.0,-207.0,5.248648166656494,-54.368,904.8175659179688,-3693.0,3333.0,-40.5,-42.0,5.216047763824463,-17.564,891.1109619140625,-3278.0,3098.0,-19.5,-544.0,5.19927453994751,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,deepsets_mlp_fspool-diff-set-sizes-results.csv,mse,30,3125.751458915176,369.57645416259766,457.0987548828125,16.169775009155273,12.516342163085938,100.4579086303711,0.09492284804582596,0.9994243659287749,460.85747718811035
deepsets_mlp_fspool,1,8,119993,1024,-100,100,sum,True,10000,1000,1000,-34.4043,1307.7252197265625,-6249.0,6689.0,-29.5,211.0,5.932857990264893,13.265,1292.8341064453125,-4437.0,5348.0,1.0,282.0,5.900405406951904,-48.561,1267.7017822265625,-6106.0,4942.0,-57.0,268.0,5.8831610679626465,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,deepsets_mlp_fspool-diff-set-sizes-results.csv,mse,54,6639.6195064471785,449.5335502624512,399.5377502441406,15.385978698730469,12.437858581542969,106.12109375,0.06642129272222519,0.999751387124707,398.2417755126953
deepsets_mlp_fspool,1,8,6201,8,-100,100,largest_pair_sum,True,10000,1000,1000,75.3149,77.86625671386719,-195.0,200.0,89.0,143.0,1.5935304164886475,71.506,79.5936279296875,-175.0,199.0,83.0,126.0,1.5713962316513062,71.876,82.15796661376953,-190.0,198.0,85.0,68.0,1.5809353590011597,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,deepsets_mlp_fspool-diff-set-sizes-results.csv,mse,75,3.3364270693936926,2.767420180141926,5.551644325256348,0.9725245237350464,0.6888580322265625,61.480918884277344,8809800007680.0,0.9991775257617387,5.53347584605217
deepsets_mlp_fspool,1,8,7097,16,-100,100,largest_pair_sum,True,10000,1000,1000,114.6807,71.8364028930664,-186.0,200.0,138.0,175.0,2.086803913116455,111.771,74.47907257080078,-196.0,199.0,137.5,140.0,2.0597832202911377,113.484,70.77845764160156,-164.0,200.0,135.0,179.0,2.063805103302002,500,15,1e-09,0.001,64,9,0.005,10.0,False,True,deepsets_mlp_fspool-diff-set-sizes-results.csv,mse,116,36.097352447023816,27.07250475883484,34.27553176879883,3.859363317489624,2.2877159118652344,32.64037322998047,0.0633678063750267,0.9931580165231592,34.364044547080994
