type,data_dim,latent_dim,n_params,max_set_size,min_value,max_value,label,multisets,train_samples,valid_samples,test_samples,cache,use_cached,train_label_mean,train_label_std,train_label_min,train_label_max,train_label_median,train_label_mode,train_label_entropy,train_delta,valid_label_mean,valid_label_std,valid_label_min,valid_label_max,valid_label_median,valid_label_mode,valid_label_entropy,valid_delta,test_label_mean,test_label_std,test_label_min,test_label_max,test_label_median,test_label_mode,test_label_entropy,test_delta,max_epochs,patience,min_delta,lr,batch_size,random_seed,weight_decay,grad_norm_threshold,lr_scheduler_factor,lr_scheduler_patience,use_batch_sampler,use_gpu,results_out,loss,gpu_enabled,epochs,avg_train_loss,best_valid_loss,test_mse,test_mae,test_med_ae,test_max_error,test_mape,test_r2,test_smape,test_mase,avg_test_loss
mlp,1,5,4253,32,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,198.40280151367188,94.70460510253906,-281.0,300.0,234.0,248.0,8.336467835909543,2.6601147651672363,198.3070068359375,94.68328094482422,-259.0,296.0,235.5,248.0,9.709096961424546,2.666325569152832,196.7010040283203,97.52835845947266,-253.0,298.0,232.5,252.0,9.687307367711169,2.664741277694702,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,sorted-vs-non-sorted-mlp-results.csv,mse,False,177,275.01697409077053,612.1899909973145,617.34375,18.805551528930664,14.441749572753906,93.01101684570312,0.15639515221118927,0.9350969232490821,0.11831486225128174,0.2633668780326843,616.8335762023926
sorted_mlp,1,5,4253,32,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,198.40280151367188,94.70460510253906,-281.0,300.0,234.0,248.0,8.336467835909543,2.6601147651672363,198.3070068359375,94.68328094482422,-259.0,296.0,235.5,248.0,9.709096961424546,2.666325569152832,196.7010040283203,97.52835845947266,-253.0,298.0,232.5,252.0,9.687307367711169,2.664741277694702,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,sorted-vs-non-sorted-mlp-results.csv,mse,False,122,24.352075405181594,16.13964642584324,29.428070068359375,1.5868401527404785,0.36200714111328125,71.29922485351562,0.043658118695020676,0.9969061448084761,0.03532995283603668,0.02222328633069992,29.1810349971056
mlp,1,5,5853,64,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,237.3905029296875,78.10014343261719,-226.0,300.0,267.0,287.0,7.601334987530745,3.274092674255371,239.75999450683594,75.01934051513672,-146.0,300.0,269.0,278.0,8.38551343728426,3.2827086448669434,236.9459991455078,81.28619384765625,-221.0,299.0,266.0,280.0,8.402987861098266,3.2797882556915283,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,sorted-vs-non-sorted-mlp-results.csv,mse,False,50,396.44463810039935,760.0400810241699,825.1964111328125,22.477914810180664,18.787696838378906,146.1438446044922,0.16566690802574158,0.8751111183134319,0.12665507197380066,0.4297561049461365,820.5176696777344
sorted_mlp,1,5,5853,64,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,237.3905029296875,78.10014343261719,-226.0,300.0,267.0,287.0,7.601334987530745,3.274092674255371,239.75999450683594,75.01934051513672,-146.0,300.0,269.0,278.0,8.38551343728426,3.2827086448669434,236.9459991455078,81.28619384765625,-221.0,299.0,266.0,280.0,8.402987861098266,3.2797882556915283,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,sorted-vs-non-sorted-mlp-results.csv,mse,False,120,17.7037765392737,15.88908002153039,25.805740356445312,1.22468900680542,0.25656890869140625,59.778175354003906,0.034784816205501556,0.9960944450369487,0.02329595945775509,0.02341487444937229,25.237897984683514
mlp,1,5,9053,128,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,262.7983093261719,62.48078918457031,-209.0,300.0,284.0,295.0,6.725923344282921,3.919740676879883,264.2690124511719,59.31245040893555,-124.0,300.0,284.0,293.0,7.277730606868831,3.9290590286254883,263.92999267578125,58.38348388671875,-171.0,300.0,284.0,292.0,7.235104478272311,3.9267334938049316,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,sorted-vs-non-sorted-mlp-results.csv,mse,False,72,290.5191842826309,1061.0401420593262,922.6643676757812,23.675708770751953,20.599960327148438,149.36354064941406,0.1504484862089157,0.7293152777210226,0.10630659759044647,0.6630131602287292,920.4917335510254
sorted_mlp,1,5,9053,128,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,262.7983093261719,62.48078918457031,-209.0,300.0,284.0,295.0,6.725923344282921,3.919740676879883,264.2690124511719,59.31245040893555,-124.0,300.0,284.0,293.0,7.277730606868831,3.9290590286254883,263.92999267578125,58.38348388671875,-171.0,300.0,284.0,292.0,7.235104478272311,3.9267334938049316,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,sorted-vs-non-sorted-mlp-results.csv,mse,False,44,24.061903903818433,32.997264198958874,24.750141143798828,1.615240216255188,0.7873153686523438,68.65229797363281,0.05568987876176834,0.9927389793973243,0.019944913685321808,0.0452331006526947,24.9791447147727
mlp,1,5,15453,256,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,279.2330017089844,45.49814224243164,-237.0,300.0,293.0,298.0,5.719502675947765,4.585209369659424,280.1809997558594,42.114585876464844,-81.0,300.0,292.0,296.0,5.96626751996382,4.595020294189453,278.99798583984375,44.78425979614258,-122.0,300.0,292.0,295.0,6.124629123253554,4.592075824737549,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,sorted-vs-non-sorted-mlp-results.csv,mse,False,29,331.9674667066829,1193.921859741211,1153.2945556640625,26.281394958496094,21.561599731445312,167.36041259765625,0.13413679599761963,0.42497147505033595,0.1110609918832779,1.1810612678527832,1163.7854804992676
sorted_mlp,1,5,15453,256,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,279.2330017089844,45.49814224243164,-237.0,300.0,293.0,298.0,5.719502675947765,4.585209369659424,280.1809997558594,42.114585876464844,-81.0,300.0,292.0,296.0,5.96626751996382,4.595020294189453,278.99798583984375,44.78425979614258,-122.0,300.0,292.0,295.0,6.124629123253554,4.592075824737549,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,sorted-vs-non-sorted-mlp-results.csv,mse,False,65,15.026449754929088,31.216479174792767,14.372832298278809,1.322871208190918,0.967071533203125,95.70323181152344,0.020230108872056007,0.9928337575445716,0.01185606699436903,0.059448592364788055,14.059867270290852
mlp,1,5,28253,512,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,288.70269775390625,33.78390884399414,-208.0,300.0,297.0,300.0,4.636337616517701,5.26270055770874,288.656005859375,34.049224853515625,-162.0,300.0,297.0,300.0,4.787404051255883,5.272765636444092,289.5989990234375,32.25973129272461,-119.0,300.0,297.0,300.0,4.718080320758487,5.270244598388672,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,sorted-vs-non-sorted-mlp-results.csv,mse,False,40,165.32495578838763,1241.3609085083008,1331.808837890625,28.232528686523438,23.01263427734375,196.30892944335938,0.10335232317447662,-0.279736165809896,0.1041659489274025,2.092085838317871,1331.343090057373
sorted_mlp,1,5,28253,512,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,288.70269775390625,33.78390884399414,-208.0,300.0,297.0,300.0,4.636337616517701,5.26270055770874,288.656005859375,34.049224853515625,-162.0,300.0,297.0,300.0,4.787404051255883,5.272765636444092,289.5989990234375,32.25973129272461,-119.0,300.0,297.0,300.0,4.718080320758487,5.270244598388672,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,sorted-vs-non-sorted-mlp-results.csv,mse,False,89,13.003943923552324,8.005466401576996,4.267106056213379,1.020081877708435,0.781036376953125,44.716224670410156,0.005068357568234205,0.9958997343118237,0.0057596806436777115,0.07559007406234741,4.194777347147465
