type,data_dim,latent_dim,n_params,max_set_size,min_value,max_value,label,multisets,train_samples,valid_samples,test_samples,cache,use_cached,train_label_mean,train_label_std,train_label_min,train_label_max,train_label_median,train_label_mode,train_label_entropy,train_delta,valid_label_mean,valid_label_std,valid_label_min,valid_label_max,valid_label_median,valid_label_mode,valid_label_entropy,valid_delta,test_label_mean,test_label_std,test_label_min,test_label_max,test_label_median,test_label_mode,test_label_entropy,test_delta,max_epochs,patience,min_delta,lr,batch_size,random_seed,weight_decay,grad_norm_threshold,lr_scheduler_factor,lr_scheduler_patience,use_batch_sampler,use_gpu,results_out,loss,gpu_enabled,epochs,avg_train_loss,best_valid_loss,test_mse,test_mae,test_med_ae,test_max_error,test_mape,test_r2,test_smape,test_mase,avg_test_loss
deepsets_ds1t,1,5,6566,10,-100,100,max,True,10000,1000,1000,True,True,60.34989929199219,40.859195709228516,-100.0,100.0,74.0,100.0,6.880566483758009,1.7536474466323853,59.520999908447266,41.95842742919922,-100.0,100.0,74.0,95.0,7.645952864080366,1.768372893333435,60.03099822998047,41.9805908203125,-100.0,100.0,75.5,100.0,7.655947702494672,1.7461247444152832,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,results.csv,mse,False,186,1.3908102193455787,1.5355124026536942,1.4737722873687744,0.7902655005455017,0.4652862548828125,6.84681510925293,10099848380416.0,0.9991637554317687,0.03362710401415825,0.025550195947289,1.460759062319994
deepsets_ds1t,1,5,6566,10,-100,100,largest_pair_sum,True,10000,1000,1000,True,True,89.59539794921875,77.31513214111328,-190.0,200.0,108.0,150.0,8.328539810273524,1.7536474466323853,89.09500122070312,78.44180297851562,-187.0,199.0,108.0,161.0,9.695766768140306,1.768372893333435,88.49199676513672,79.6646499633789,-187.0,200.0,106.5,144.0,9.76600100930327,1.7461247444152832,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,results.csv,mse,False,333,6.733224375232769,7.714059412479401,6.62893009185791,1.8061443567276,1.1757011413574219,12.049373626708984,4135775371264.0,0.9989554911062484,0.053053610026836395,0.028693985193968,6.58283668756485
deepsets_ds1t,1,5,6566,10,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,97.88500213623047,106.85210418701172,-266.0,295.0,110.0,151.0,9.047172454239794,1.7536474466323853,99.33999633789062,108.20852661132812,-209.0,291.0,115.0,118.0,11.010915423643658,1.768372893333435,96.97799682617188,108.7059555053711,-272.0,291.0,107.0,130.0,11.075958265456453,1.7461247444152832,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,results.csv,mse,False,113,15.498766382788396,16.963997542858124,16.370878219604492,2.75100040435791,1.6834793090820312,22.077484130859375,35546751565824.0,0.998614631269197,0.057037364691495895,0.030846985056996,16.176899909973145
deepsets_ds1t,1,5,6566,20,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,162.85499572753906,103.32991027832031,-276.0,299.0,195.0,249.0,8.737184977891651,2.273451089859009,164.11000061035156,101.76238250732422,-209.0,298.0,198.5,225.0,10.30728282270405,2.2950797080993652,163.00900268554688,103.0257568359375,-218.0,293.0,195.0,233.0,10.237751229287005,2.26588773727417,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,results.csv,mse,False,123,20.209825898431667,22.309518933296204,21.096546173095703,3.459378957748413,2.7712478637695312,21.986915588378906,0.04738088324666023,0.9980124421846964,0.0403967909514904,0.04167783632874489,20.93431270122528
deepsets_ds1t,1,5,6566,40,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,212.7169952392578,89.82125091552734,-280.0,300.0,246.0,279.0,8.111465477476447,2.8557467460632324,214.48800659179688,86.77330017089844,-162.0,298.0,248.0,269.0,9.15858984287062,2.8825323581695557,211.78199768066406,88.50055694580078,-182.0,298.0,244.5,261.0,9.35552046490779,2.846947431564331,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,results.csv,mse,False,123,32.366955186151394,37.618457555770874,33.01732635498047,4.199614524841309,3.1548690795898438,32.43881607055664,10135369940992.0,0.9957844920257997,0.05257227644324303,0.06462638825178146,32.89841687679291
deepsets_ds1t,1,5,6566,80,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,247.19459533691406,72.4837875366211,-248.0,300.0,273.0,286.0,7.33064086444671,3.4816031455993652,250.2259979248047,68.66629028320312,-211.0,299.0,276.0,288.0,7.928889818215801,3.5115182399749756,245.5399932861328,72.76090240478516,-229.0,299.0,271.0,290.0,8.088177989475009,3.4726803302764893,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,results.csv,mse,False,107,22.708186289307417,20.79641616344452,24.160980224609375,3.703061103820801,3.0237884521484375,24.842529296875,1127315013632.0,0.9954362853522505,0.029332097619771957,0.08036014437675476,24.65664154291153
deepsets_ds1t,1,5,6566,160,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,269.24920654296875,56.30900573730469,-200.0,300.0,287.0,296.0,6.384152363340693,4.134761333465576,271.0159912109375,50.6329345703125,-163.0,300.0,287.0,297.0,6.782653196478041,4.167995929718018,269.76300048828125,54.11126708984375,-85.0,300.0,288.0,291.0,6.814259519306367,4.124287128448486,500,15,1e-09,0.001,64,99,0.005,10.0,0.75,5,False,True,results.csv,mse,False,122,15.079397769490624,12.515150845050812,15.470887184143066,2.752819776535034,1.99188232421875,31.587310791015625,66166718464000.0,0.9947162790397716,0.021395627409219742,0.08970259130001068,15.684434354305267
