type,data_dim,laten_dim,n_params,max_set_size,min_value,max_value,label,multisets,train_samples,valid_samples,test_samples,train_label_mean,train_label_std,train_label_min,train_label_max,train_label_median,train_label_mode,train_label_entropy,train_delta,valid_label_mean,valid_label_std,valid_label_min,valid_label_max,valid_label_median,valid_label_mode,valid_label_entropy,valid_delta,test_label_mean,test_label_std,test_label_min,test_label_max,test_label_median,test_label_mode,test_label_entropy,test_delta,max_epochs,patience,min_delta,lr,batch_size,random_seed,weight_decay,grad_norm_threshold,use_batch_sampler,use_gpu,results_out,loss,epochs,avg_train_loss,best_valid_loss,test_accuracy,test_balanced_accuracy,test_f1_weighted,test_precision,test_recall,avg_test_loss
mlp,1,8,13253,8,-100,100,mode,True,10000,1000,1000,120.2942,42.808801038571495,0,200,122.0,101,7.148315171231654,1.5997881889343262,119.592,41.9263584872333,0,199,121.0,104,7.944541709821268,1.594311237335205,119.215,42.31199327613862,0,200,120.0,106,8.05291767372144,1.567077875137329,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,32,3.8391025979439966,4.665049701929092,0.032,0.02060721669905842,0.022866005135894978,0.022112793347003876,0.032,4.706581175327301
mlp,1,8,13653,16,-100,100,mode,True,10000,1000,1000,116.0198,39.10662102457843,0,200,115.0,101,6.98256880158221,2.0936684608459473,117.942,40.45413002401609,0,200,117.0,106,7.822646719659803,2.084343671798706,115.223,40.393356768161766,0,200,115.0,104,7.758702798638424,2.0506536960601807,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,20,3.6874793782972817,5.197236359119415,0.004,0.004546957671957672,0.003874713521772345,0.009095238095238095,0.004,5.133374989032745
mlp,1,8,14453,32,-100,100,mode,True,10000,1000,1000,112.6981,44.28363305319473,0,200,113.0,102,7.1936967294032055,2.6590332984924316,114.352,45.0060451050745,0,200,114.0,102,8.052958654593887,2.645707130432129,111.529,45.73070258589956,0,200,112.0,102,8.24279604467804,2.6042444705963135,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,4.004133231073675,5.354621648788452,0.007,0.006232009211283822,0.006669736842105263,0.02506666666666667,0.007,5.358191400766373
mlp,1,8,16053,64,-100,100,mode,True,10000,1000,1000,114.8481,46.030939881670896,0,200,116.0,102,7.287928793913065,3.272526979446411,114.143,46.990026080009784,0,200,116.0,106,8.276783216865047,3.259382724761963,113.628,45.60635499576786,0,200,115.0,104,8.24742870519233,3.2113852500915527,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,3.7988004392354195,5.400040566921234,0.002,0.006510416666666667,0.00024074074074074075,0.0001293706293706294,0.002,5.379918128252029
mlp,1,8,19253,128,-100,100,mode,True,10000,1000,1000,113.9619,48.570265064028625,0,200,117.0,101,7.410065879430755,3.9188179969787598,112.73,48.8670962918813,0,200,115.0,107,8.389701985704473,3.9052016735076904,114.592,47.02860338134655,0,200,117.0,102,8.310383255325782,3.8526508808135986,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,3.5469326596847006,5.389973372220993,0.004,0.0093859649122807,0.003650793650793651,0.014708333333333334,0.004,5.4163874089717865
mlp,1,8,25653,256,-100,100,mode,True,10000,1000,1000,112.6028,51.05498440074191,0,200,117.0,101,7.513943308838622,4.585146903991699,112.174,50.74622866775422,0,200,117.0,102,8.444540117506012,4.570905685424805,111.77,49.516614383457195,0,200,116.0,113,8.442212365239838,4.513640880584717,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,3.1180263477911363,5.418005019426346,0.004,0.008119658119658119,0.0018388591800356509,0.0018963048222667344,0.004,5.407660037279129
mlp,1,8,38453,512,-100,100,mode,True,10000,1000,1000,110.9828,52.76222990132241,0,200,117.0,102,7.592708449479309,5.262914657592773,113.358,50.993527393189815,0,200,119.0,113,8.495992310388685,5.2481865882873535,109.024,53.180366903585764,0,200,116.0,104,8.549060372101517,5.188929557800293,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,2.528903381071777,5.415883839130402,0.002,0.0035897435897435893,0.0007119565217391305,0.0005,0.002,5.413254022598267
mlp,1,8,64053,1024,-100,100,mode,True,10000,1000,1000,109.174,53.83443065548293,0,200,116.0,104,7.656222819832615,5.947558879852295,106.787,55.24776584623128,0,200,113.5,110,8.665093614840938,5.93290901184082,110.797,54.20564353459887,0,200,118.0,117,8.601729903820612,5.871810436248779,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,1.668116724614766,5.3696238696575165,0.004,0.007227891156462585,0.002,0.001650793650793651,0.004,5.410969942808151
mlp,1,8,3104,8,-100,100,contains_even,True,10000,1000,1000,0.4392,0.49628959287899627,0,1,0.0,0,0.989220889590696,1.597368597984314,0.444,0.4968541033341679,0,1,0.0,0,0.9900623050680903,1.6160959005355835,0.439,0.4962650501496151,0,1,0.0,0,0.9883699873164006,1.576018214225769,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,22,0.6738649156374634,0.6902964524924755,0.566,0.5443338652503867,0.5522628319637967,0.5556195389610689,0.566,0.6831273287534714
mlp,1,8,3504,16,-100,100,contains_even,True,10000,1000,1000,0.4667,0.49888987762831993,0,1,0.0,0,0.9967101236147051,2.0917410850524902,0.461,0.498476679494638,0,1,0.0,0,0.9947273736897438,2.1132020950317383,0.463,0.49862912068991716,0,1,0.0,0,0.995165920436754,2.0652897357940674,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,30,0.6249173613331249,0.699745524674654,0.55,0.5357658538154937,0.5325664569805195,0.5434780044816605,0.55,0.6952089481055737
mlp,1,8,4304,32,-100,100,contains_even,True,10000,1000,1000,0.4819,0.4996722826013065,0,1,0.0,0,0.9989661320734844,2.656099557876587,0.475,0.4993746088859544,0,1,0.0,0,0.997311209529079,2.6762874126434326,0.479,0.4995588053472784,0,1,0.0,0,0.9978414371298425,2.6261792182922363,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,21,0.5651588163619053,0.7091209031641483,0.515,0.510314194238637,0.5090243415781764,0.5116199211643421,0.515,0.71765011921525
mlp,1,8,5904,64,-100,100,contains_even,True,10000,1000,1000,0.4911,0.49992078372478177,0,1,0.0,0,0.9996829140293308,3.2697088718414307,0.488,0.49985597925802594,0,1,0.0,0,0.9986970199533501,3.2879586219787598,0.497,0.4999909999189985,0,1,0.0,0,0.999085809617549,3.2376599311828613,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,18,0.4788412334372857,0.7215319015085697,0.506,0.5055381993751775,0.5030566827697263,0.5056852882972578,0.506,0.729179386049509
mlp,1,8,9104,128,-100,100,contains_even,True,10000,1000,1000,0.4936,0.49995903832214084,0,1,0.0,0,0.9997932669689543,3.9161159992218018,0.488,0.49985597925802594,0,1,0.0,0,0.9986970199533501,3.9323031902313232,0.497,0.4999909999189985,0,1,0.0,0,0.999085809617549,3.881680727005005,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,0.31112072727600354,0.7414262406527996,0.493,0.4932997587913165,0.49173426699579376,0.4932462626262626,0.493,0.7485032789409161
mlp,1,8,15504,256,-100,100,contains_even,True,10000,1000,1000,0.4956,0.4999806396251759,0,1,0.0,0,0.9998555814372869,4.582188606262207,0.492,0.49993599590347565,0,1,0.0,0,0.998927422244572,4.596524715423584,0.5,0.5,0,1,0.5,0,0.9991117264498124,4.546084880828857,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.17561520097427502,0.749681182205677,0.508,0.508,0.49572803752111383,0.508862733976177,0.508,0.7633292190730572
mlp,1,8,28304,512,-100,100,contains_even,True,10000,1000,1000,0.4969,0.4999903899076461,0,1,0.0,0,0.9998837089082256,5.260182857513428,0.495,0.49997499937496875,0,1,0.0,0,0.9990397344842001,5.27227258682251,0.5,0.5,0,1,0.5,0,0.9991117264498124,5.22265625,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.14372068880505695,0.7644087709486485,0.509,0.509,0.5073995411090634,0.5091185040790108,0.509,0.7693586461246014
mlp,1,8,53904,1024,-100,100,contains_even,True,10000,1000,1000,0.4974,0.4999932399543018,0,1,0.0,0,0.9998919307153075,5.944983959197998,0.495,0.49997499937496875,0,1,0.0,0,0.9990397344842001,5.956159591674805,0.5,0.5,0,1,0.5,0,0.9991117264498124,5.9064812660217285,500,15,1e-09,0.001,64,9999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.10901734849417026,0.760780606418848,0.501,0.501,0.4840985526844968,0.5011508062548621,0.501,0.768742136657238
mlp,1,8,13253,8,-100,100,mode,True,10000,1000,1000,119.8083,42.83264118765034,0,200,121.0,102,7.155411577128144,1.594286322593689,119.964,41.488537019277985,0,200,122.0,102,7.927776274548369,1.615328073501587,121.297,40.891035582386515,0,200,123.0,117,8.040454990158896,1.6287792921066284,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,22,3.9885353656002245,4.674045026302338,0.022,0.012628592943206292,0.015774044486390054,0.019902194303281263,0.022,4.727221310138702
mlp,1,8,13653,16,-100,100,mode,True,10000,1000,1000,115.7501,39.32631498106579,0,200,115.0,101,6.975072280010211,2.0874500274658203,114.05,38.299079623406094,1,199,114.0,104,7.768417824132624,2.113555908203125,115.296,37.775790977820705,0,200,115.0,104,7.719204128268912,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,19,3.7104661552492213,5.115285575389862,0.007,0.003972169605096047,0.007468433062880325,0.013161111111111111,0.007,5.1186703741550446
mlp,1,8,14453,32,-100,100,mode,True,10000,1000,1000,112.8244,43.7393068605345,0,200,113.0,102,7.14535309595443,2.6502907276153564,112.918,43.372494463657496,0,200,112.0,103,8.017386445748263,2.6810243129730225,115.515,43.97910611870141,0,200,114.0,104,8.081321351049592,2.6957993507385254,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,3.9007339188120387,5.4071986079216,0.002,0.001766304347826087,0.0013206521739130438,0.000987878787878788,0.002,5.407925516366959
mlp,1,8,16053,64,-100,100,mode,True,10000,1000,1000,114.6623,45.70270734551729,0,200,116.0,101,7.279078545731846,3.263730049133301,114.867,47.478303581741415,0,200,116.0,107,8.236335020394025,3.299808979034424,115.969,43.06132881135927,0,200,115.0,102,8.066819317811223,3.3115434646606445,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,3.796146562596708,5.389899373054504,0.003,0.006314127861089187,0.0022373737373737376,0.003933333333333334,0.003,5.409254401922226
mlp,1,8,19253,128,-100,100,mode,True,10000,1000,1000,114.7177,47.985797968878245,0,200,117.0,102,7.396767233469049,3.9093000888824463,111.305,48.406094399362566,0,200,115.0,102,8.432678120241473,3.9482314586639404,112.153,49.48209364002295,0,200,116.0,103,8.436072629546294,3.958667516708374,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,3.485612338888498,5.420700162649155,0.004,0.002969252969252969,0.004945670995670996,0.01223030303030303,0.004,5.42632669210434
mlp,1,8,25653,256,-100,100,mode,True,10000,1000,1000,112.7957,50.29055340230409,0,200,117.0,102,7.505020749659305,4.57519006729126,112.823,50.87240579135215,0,200,117.0,108,8.521936770259753,4.614556312561035,113.325,50.15987813980413,0,200,118.0,106,8.491100511991204,4.62540864944458,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,3.1006071551879564,5.4564476907253265,0.001,0.0003205128205128205,0.0015238095238095236,0.0032,0.001,5.447523146867752
mlp,1,8,38453,512,-100,100,mode,True,10000,1000,1000,110.6787,52.87911559689704,0,200,117.0,102,7.598163584612852,5.252865791320801,112.269,52.62864846260067,0,199,118.0,105,8.528450814380324,5.292989253997803,110.229,52.56769501319227,0,200,117.0,102,8.490345274136725,5.302632808685303,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,2.5053288395329907,5.420311510562897,0.004,0.004991319444444444,0.002445974025974026,0.0033097744360902253,0.004,5.426552027463913
mlp,1,8,64053,1024,-100,100,mode,True,10000,1000,1000,109.9797,54.34245014636348,0,200,117.0,101,7.655216019817816,5.937529563903809,108.186,56.059587975653194,0,200,115.0,104,8.627844604525968,5.9778828620910645,110.716,54.000142073887176,0,200,119.0,105,8.635309196403275,5.986629486083984,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,1.6646409942218472,5.408103853464127,0.003,0.004230118443316413,0.0008475802804161013,0.0005437002652519894,0.003,5.384726405143738
mlp,1,8,3104,8,-100,100,contains_even,True,10000,1000,1000,0.4383,0.4961785061850221,0,1,0.0,0,0.9889012341082538,1.5994362831115723,0.426,0.4944936804449578,0,1,0.0,0,0.9832850245202127,1.6213418245315552,0.423,0.49403542383112575,0,1,0.0,0,0.9819705360112225,1.6052287817001343,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,37,0.669310527240528,0.669540848582983,0.545,0.5025566331108571,0.5084878757035428,0.515142673048601,0.545,0.6921216025948524
mlp,1,8,3504,16,-100,100,contains_even,True,10000,1000,1000,0.4687,0.499019348322287,0,1,0.0,0,0.9970833615347543,2.092059850692749,0.459,0.498316164698678,0,1,0.0,0,0.9942656493832003,2.121177911758423,0.442,0.49662460672020686,0,1,0.0,0,0.9894028932821948,2.096299886703491,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,19,0.6538445575293445,0.7029403336346149,0.533,0.5105215783583905,0.5157063646979512,0.5184161811534379,0.533,0.702799879014492
mlp,1,8,4304,32,-100,100,contains_even,True,10000,1000,1000,0.4845,0.4997596922521863,0,1,0.0,0,0.9992182447819695,2.655393362045288,0.484,0.499743934430424,0,1,0.0,0,0.9983744155974623,2.68941593170166,0.468,0.49897494927100305,0,1,0.0,0,0.9961609762310588,2.6616616249084473,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,18,0.5906078966758797,0.7130906693637371,0.511,0.5148367714157187,0.5097976504872052,0.5171458102620893,0.511,0.7138594351708889
mlp,1,8,5904,64,-100,100,contains_even,True,10000,1000,1000,0.4912,0.49992255400211744,0,1,0.0,0,0.9996880206816878,3.268557071685791,0.482,0.4996758949559204,0,1,0.0,0,0.9981785252359926,3.3052735328674316,0.473,0.499270467782744,0,1,0.0,0,0.997011458232373,3.277034044265747,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,17,0.467643710518331,0.7260527424514294,0.486,0.4841718451003125,0.48581429144921723,0.48566344597064814,0.486,0.7220897525548935
mlp,1,8,9104,128,-100,100,contains_even,True,10000,1000,1000,0.4956,0.4999806396251759,0,1,0.0,0,0.9998555814372869,3.9143738746643066,0.489,0.49987898535545583,0,1,0.0,0,0.9987632631201516,3.9544365406036377,0.472,0.49921538437832613,0,1,0.0,0,0.9968529191335577,3.9200360774993896,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.3240226504521262,0.7622107900679111,0.517,0.5080091165896251,0.5044090683298091,0.5103149514233819,0.517,0.7552574649453163
mlp,1,8,15504,256,-100,100,contains_even,True,10000,1000,1000,0.4981,0.4999963899869677,0,1,0.0,0,0.999901017939431,4.579868793487549,0.492,0.49993599590347565,0,1,0.0,0,0.998927422244572,4.62272834777832,0.475,0.4993746088859544,0,1,0.0,0,0.997311209529079,4.584765911102295,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,0.16013102413132044,0.8089472763240337,0.504,0.5088721804511278,0.4996204323211529,0.5105353068069877,0.504,0.7819443568587303
mlp,1,8,28304,512,-100,100,contains_even,True,10000,1000,1000,0.4984,0.4999974399934464,0,1,0.0,0,0.9999040470056608,5.257348537445068,0.491,0.4999189934379369,0,1,0.0,0,0.9988784638064876,5.301376819610596,0.478,0.4995157655169654,0,1,0.0,0,0.9977175368666305,5.260834217071533,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.06430215197720952,0.7913697399199009,0.477,0.4724145946552526,0.47162057142857144,0.4724764840783488,0.477,0.7934148944914341
mlp,1,8,53904,1024,-100,100,contains_even,True,10000,1000,1000,0.499,0.499998999999,0,1,0.0,0,0.9999085473248033,5.9417219161987305,0.492,0.49993599590347565,0,1,0.0,0,0.998927422244572,5.987016677856445,0.477,0.4994707198625361,0,1,0.0,0,0.9975878662109894,5.944083213806152,500,15,1e-09,0.001,64,99999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.15517442309212814,0.7560926675796509,0.498,0.4963823450421091,0.49764942867807305,0.4974419053361472,0.498,0.7972756549715996
