type,data_dim,laten_dim,n_params,max_set_size,min_value,max_value,label,multisets,train_samples,valid_samples,test_samples,train_label_mean,train_label_std,train_label_min,train_label_max,train_label_median,train_label_mode,train_label_entropy,train_delta,valid_label_mean,valid_label_std,valid_label_min,valid_label_max,valid_label_median,valid_label_mode,valid_label_entropy,valid_delta,test_label_mean,test_label_std,test_label_min,test_label_max,test_label_median,test_label_mode,test_label_entropy,test_delta,max_epochs,patience,min_delta,lr,batch_size,random_seed,weight_decay,grad_norm_threshold,use_batch_sampler,use_gpu,results_out,loss,epochs,avg_train_loss,best_valid_loss,test_accuracy,test_balanced_accuracy,test_f1_weighted,test_precision,test_recall,avg_test_loss
mlp,1,8,28304,512,-100,100,contains_even,True,10000,1000,1000,0.4932,0.49995375786166457,0,1,0.0,0,0.9997780342704705,5.252198219299316,0.493,0.49995099759876466,0,1,0.0,0,0.9989706199483201,5.247480392456055,0.499,0.499998999999,0,1,0.0,0,0.9991088468170801,5.247703552246094,500,15,1e-09,0.001,64,99,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.16282512933243076,0.7819622382521629,0.499,0.499003996015984,0.49899849699849697,0.49900597609561753,0.499,0.7891270481050014
mlp,1,8,53904,1024,-100,100,contains_even,True,10000,1000,1000,0.4937,0.4999603084245788,0,1,0.0,0,0.9997969308785415,5.936498641967773,0.493,0.49995099759876466,0,1,0.0,0,0.9989706199483201,5.930354118347168,0.5,0.5,0,1,0.5,0,0.9991117264498124,5.93217658996582,500,15,1e-09,0.001,64,99,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.08367649700146032,0.776550117880106,0.499,0.499,0.4978908408674763,0.4989910852290842,0.499,0.7840954475104809
mlp,1,8,13253,8,-100,100,mode,True,10000,1000,1000,120.1032,42.75069063488917,0,200,121.0,103,7.161220696173384,1.5925837755203247,120.459,42.22769611285939,0,200,122.0,102,7.929163900977169,1.5986740589141846,121.719,41.31711556970065,0,200,122.0,104,7.967215456402102,1.58424711227417,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,25,3.9312925329738087,4.636232107877731,0.013,0.017601844712431876,0.007500837939784777,0.006494291464521966,0.013,4.646221876144409
mlp,1,8,13653,16,-100,100,mode,True,10000,1000,1000,115.4972,39.31495379826867,0,200,115.0,102,6.949414921246175,2.0844385623931885,117.782,38.78224433938809,0,200,116.0,101,7.807766169160834,2.0934879779815674,114.843,40.092522382608955,1,200,114.0,104,7.811508102691493,2.0792086124420166,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,18,3.779988293148256,5.167592644691467,0.01,0.010780479683827865,0.009617938554924162,0.013028654188948307,0.01,5.203100919723511
mlp,1,8,14453,32,-100,100,mode,True,10000,1000,1000,113.148,44.7469227545314,0,200,113.0,101,7.171372345299011,2.64734148979187,111.92,44.400918909409974,0,199,113.0,101,8.136629587170486,2.655341386795044,114.091,41.76686149329394,0,200,112.0,104,8.099471028471942,2.6367149353027344,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,3.9545586729987745,5.3826457262039185,0.004,0.005959416863672182,0.003541176470588235,0.005404761904761904,0.004,5.3942893743515015
mlp,1,8,16053,64,-100,100,mode,True,10000,1000,1000,114.0579,46.19104185434661,0,200,116.0,101,7.293545871058045,3.2595133781433105,114.097,45.39805712803137,0,200,117.0,102,8.158359497354969,3.2679433822631836,114.716,45.49755316497801,0,200,116.0,101,8.212720404675341,3.2493245601654053,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,3.8387494241218216,5.3998139798641205,0.002,0.0031746031746031746,0.001982905982905983,0.0036190476190476185,0.002,5.375692129135132
mlp,1,8,19253,128,-100,100,mode,True,10000,1000,1000,113.8979,48.561536997813405,0,200,117.0,101,7.416780601879811,3.9042789936065674,113.177,48.38939626612426,0,200,117.0,107,8.439936627015504,3.9142637252807617,113.428,47.563061465805575,0,200,116.0,104,8.318460060850299,3.893270492553711,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,16,3.535447829595329,5.446042358875275,0.005,0.005952380952380952,0.004158280542986425,0.007572843822843822,0.005,5.4210153222084045
mlp,1,8,25653,256,-100,100,mode,True,10000,1000,1000,111.7463,51.005348114781064,0,200,117.0,103,7.5261193135830196,4.569217205047607,112.377,50.62660240426963,0,200,117.5,105,8.434234224179999,4.5792436599731445,111.277,50.09095997283342,0,200,117.0,102,8.502624163594174,4.557127475738525,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,3.1946074853511184,5.394194185733795,0.002,0.0016483516483516481,0.001623529411764706,0.0013666666666666666,0.002,5.406644135713577
mlp,1,8,38453,512,-100,100,mode,True,10000,1000,1000,111.3964,52.47523479737847,0,200,118.0,105,7.591274005871844,5.2461652755737305,111.623,52.38970195563247,0,200,118.0,109,8.53820326521869,5.256960391998291,113.698,51.413780215035736,0,200,118.0,112,8.57302018042893,5.234511375427246,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,2.5180105262942662,5.41548752784729,0.004,0.005491422158088824,0.0029953846153846155,0.010102891156462585,0.004,5.404850214719772
mlp,1,8,64053,1024,-100,100,mode,True,10000,1000,1000,109.3081,54.38824665669965,0,200,116.0,103,7.652325653983854,5.930337429046631,106.829,54.613402741451665,0,200,115.0,102,8.58124780895828,5.941123962402344,109.914,55.266306227212254,0,200,118.0,107,8.66362552648485,5.918388366699219,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,1.6346850034173683,5.4097451865673065,0.004,0.005025125628140704,0.002250632911392405,0.0019426406926406924,0.004,5.384988218545914
mlp,1,8,3104,8,-100,100,contains_even,True,10000,1000,1000,0.4425,0.4966827458247367,0,1,0.0,0,0.9903523921035988,1.5939745903015137,0.434,0.49562485813364937,0,1,0.0,0,0.9865315188189681,1.6027216911315918,0.432,0.4953544185732071,0,1,0.0,0,0.9857551259822941,1.6301544904708862,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,36,0.6695501866101371,0.6889992356300354,0.543,0.5181761867501304,0.5285472360311156,0.5288775808133472,0.543,0.692140806466341
mlp,1,8,3504,16,-100,100,contains_even,True,10000,1000,1000,0.476,0.49942366784124287,0,1,0.0,0,0.998249141375555,2.0866291522979736,0.455,0.49797088268291345,0,1,0.0,0,0.9932726078300496,2.0954275131225586,0.465,0.49877349568717055,0,1,0.0,0,0.9955813037371506,2.1275436878204346,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,18,0.6533635379726552,0.7044631950557232,0.523,0.5135463772485177,0.5145135816407574,0.5167298189232151,0.523,0.7127090394496918
mlp,1,8,4304,32,-100,100,contains_even,True,10000,1000,1000,0.4901,0.4999019803921564,0,1,0.0,0,0.9996286731362621,2.6492416858673096,0.47,0.49909918853871116,0,1,0.0,0,0.9965185076867847,2.661400318145752,0.487,0.49983097142934235,0,1,0.0,0,0.9986250142150694,2.6972789764404297,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,17,0.5969383135663682,0.7054915651679039,0.508,0.504857283523662,0.5007495875948531,0.5054615119880693,0.508,0.7131387516856194
mlp,1,8,5904,64,-100,100,contains_even,True,10000,1000,1000,0.5006,0.4999996399998704,0,1,1.0,1,0.9999103936068727,3.2615954875946045,0.486,0.4998039615689336,0,1,0.0,0,0.9985472453309616,3.27565336227417,0.492,0.49993599590347565,0,1,0.0,0,0.998927422244572,3.3103744983673096,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,21,0.42561879341035125,0.7434690892696381,0.534,0.531704116253761,0.5241390199161426,0.5345315095261358,0.534,0.7414324656128883
mlp,1,8,9104,128,-100,100,contains_even,True,10000,1000,1000,0.5033,0.4999891098814053,0,1,1.0,1,0.9998800162969871,3.9067225456237793,0.488,0.49985597925802594,0,1,0.0,0,0.9986970199533501,3.9229912757873535,0.498,0.4999959999839998,0,1,0.0,0,0.9991002078959381,3.955836296081543,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,17,0.30995490344270055,0.7671072818338871,0.497,0.49755596089537435,0.48709769259226426,0.4973563523337625,0.497,0.7768162190914154
mlp,1,8,15504,256,-100,100,contains_even,True,10000,1000,1000,0.5053,0.49997190921090756,0,1,1.0,1,0.9998303962223622,4.571359157562256,0.49,0.4998999899979995,0,1,0.0,0,0.9988237442437724,4.589024543762207,0.498,0.4999959999839998,0,1,0.0,0,0.9991002078959381,4.620445728302002,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.20545139711987595,0.740004014223814,0.521,0.520812332997328,0.5199412629723967,0.5209976391394362,0.521,0.7330779694020748
mlp,1,8,28304,512,-100,100,contains_even,True,10000,1000,1000,0.5064,0.4999590383221409,0,1,1.0,1,0.9997932669689543,5.248509407043457,0.49,0.4998999899979995,0,1,0.0,0,0.9988237442437724,5.266083240509033,0.498,0.4999959999839998,0,1,0.0,0,0.9991002078959381,5.297705173492432,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.1232420039567363,0.7757667042315006,0.522,0.5218803500856013,0.5215712729835352,0.5219617824167001,0.522,0.7568884640932083
mlp,1,8,53904,1024,-100,100,contains_even,True,10000,1000,1000,0.5069,0.49995238773307205,0,1,1.0,1,0.9997740818292927,5.932654857635498,0.49,0.4998999899979995,0,1,0.0,0,0.9988237442437724,5.950839519500732,0.499,0.499998999999,0,1,0.0,0,0.9991088468170801,5.981385231018066,500,15,1e-09,0.001,64,999,0.005,10.0,False,True,mlp-diff-task-sizes-classification.csv,ce,15,0.13988283169737062,0.7763113640248775,0.494,0.4936739746958988,0.48018502441671196,0.4929283671469044,0.494,0.7990619018673897
