type,data_dim,latent_dim,n_params,max_set_size,min_value,max_value,label,multisets,train_samples,valid_samples,test_samples,cache,use_cached,train_label_mean,train_label_std,train_label_min,train_label_max,train_label_median,train_label_mode,train_label_entropy,train_delta,valid_label_mean,valid_label_std,valid_label_min,valid_label_max,valid_label_median,valid_label_mode,valid_label_entropy,valid_delta,test_label_mean,test_label_std,test_label_min,test_label_max,test_label_median,test_label_mode,test_label_entropy,test_delta,max_epochs,patience,min_delta,lr,batch_size,random_seed,weight_decay,grad_norm_threshold,lr_scheduler_factor,lr_scheduler_patience,use_batch_sampler,use_gpu,results_out,loss,gpu_enabled,epochs,avg_train_loss,best_valid_loss,test_mse,test_mae,test_med_ae,test_max_error,test_mape,test_r2,test_smape,test_mase,avg_test_loss
pna,1,5,3253,16,-100,100,sum,True,10000,1000,1000,True,True,-2.629300117492676,169.00682067871094,-681.0,757.0,-2.5,-25.0,10.220901190451716,2.0874500274658203,-4.23199987411499,173.78578186035156,-558.0,668.0,-3.0,-65.0,12.635073308517406,2.113555908203125,0.5770000219345093,179.67576599121094,-595.0,684.0,-4.0,-38.0,12.644604032194142,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,220,0.7060837413475012,0.799764845520258,0.7751957178115845,0.6443260908126831,0.4865570068359375,4.543731689453125,1007817588736.0,0.9999759877794008,0.01850980333983898,0.005001471843570471,0.7735249288380146
small_set_transformer,1,5,37953,16,-100,100,sum,True,10000,1000,1000,True,True,-2.629300117492676,169.00682067871094,-681.0,757.0,-2.5,-25.0,10.220901190451716,2.0874500274658203,-4.23199987411499,173.78578186035156,-558.0,668.0,-3.0,-65.0,12.635073308517406,2.113555908203125,0.5770000219345093,179.67576599121094,-595.0,684.0,-4.0,-38.0,12.644604032194142,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,36,0.6865652334538235,0.5883317291736603,0.609894335269928,0.6078570485115051,0.5016441345214844,3.8104248046875,3987169869824.0,0.9999811081035134,0.015821747481822968,0.00471838703379035,0.6064935326576233
mean_baseline,1,5,0,16,-100,100,sum,True,10000,1000,1000,True,True,-2.629300117492676,169.00682067871094,-681.0,757.0,-2.5,-25.0,10.220901190451716,2.0874500274658203,-4.23199987411499,173.78578186035156,-558.0,668.0,-3.0,-65.0,12.635073308517406,2.113555908203125,0.5770000219345093,179.67576599121094,-595.0,684.0,-4.0,-38.0,12.644604032194142,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,1,28563.30648151,30204.064823290002,32293.664430689998,141.9052242,115.6293,686.6293,23682629000491.49,-0.0003184412039143325,1.9059047536942046,1.1015151617708356,32293.664430689998
deepsets_mlp_sum,1,5,6921,16,-100,100,largest_pair_sum,True,10000,1000,1000,True,True,114.76940155029297,71.4880599975586,-181.0,200.0,138.0,180.0,8.0266916817868,2.0874500274658203,116.15699768066406,71.90987396240234,-172.0,200.0,139.5,186.0,9.198096480607935,2.113555908203125,117.86399841308594,72.41976928710938,-159.0,200.0,142.5,168.0,9.157192135771098,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,235,7.752826373288586,8.63536450266838,8.884124755859375,2.235079765319824,1.6746292114257812,11.08045768737793,974276263936.0,0.9983060509249386,0.039435096085071564,0.0399857833981514,8.92078685760498
deepsets_mlp_fspool,1,5,7097,16,-100,100,largest_pair_sum,True,10000,1000,1000,True,True,114.76940155029297,71.4880599975586,-181.0,200.0,138.0,180.0,8.0266916817868,2.0874500274658203,116.15699768066406,71.90987396240234,-172.0,200.0,139.5,186.0,9.198096480607935,2.113555908203125,117.86399841308594,72.41976928710938,-159.0,200.0,142.5,168.0,9.157192135771098,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,175,4.785315818847365,5.423972502350807,5.774800777435303,1.5938029289245605,1.0005264282226562,11.867324829101562,622747975680.0,0.998898910336465,0.021485362201929092,0.028513282537460327,5.804435536265373
sorted_mlp,1,5,3453,16,-100,100,largest_pair_sum,True,10000,1000,1000,True,True,114.76940155029297,71.4880599975586,-181.0,200.0,138.0,180.0,8.0266916817868,2.0874500274658203,116.15699768066406,71.90987396240234,-172.0,200.0,139.5,186.0,9.198096480607935,2.113555908203125,117.86399841308594,72.41976928710938,-159.0,200.0,142.5,168.0,9.157192135771098,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,233,11.264550478428982,6.378244010731578,11.538406372070312,0.627851665019989,0.0843658447265625,62.90296936035156,217477824512.0,0.9977999554669515,0.02602771297097206,0.011232324875891209,11.30362496431917
mlp,1,5,3453,16,-100,100,largest_pair_sum,True,10000,1000,1000,True,True,114.76940155029297,71.4880599975586,-181.0,200.0,138.0,180.0,8.0266916817868,2.0874500274658203,116.15699768066406,71.90987396240234,-172.0,200.0,139.5,186.0,9.198096480607935,2.113555908203125,117.86399841308594,72.41976928710938,-159.0,200.0,142.5,168.0,9.157192135771098,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,88,90.22237136257682,185.65132331848145,171.52633666992188,9.525711059570312,7.225017547607422,80.293212890625,9710529937408.0,0.967294821952599,0.1160145252943039,0.17041583359241486,172.0772671699524
pna,1,5,3253,16,-100,100,largest_pair_sum,True,10000,1000,1000,True,True,114.76940155029297,71.4880599975586,-181.0,200.0,138.0,180.0,8.0266916817868,2.0874500274658203,116.15699768066406,71.90987396240234,-172.0,200.0,139.5,186.0,9.198096480607935,2.113555908203125,117.86399841308594,72.41976928710938,-159.0,200.0,142.5,168.0,9.157192135771098,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,60,53.02741225661745,54.90791988372803,56.28365707397461,5.297308444976807,3.584980010986328,32.43182373046875,2104924569600.0,0.9892683132110041,0.05220656096935272,0.09476933628320694,56.243555307388306
small_set_transformer,1,5,37953,16,-100,100,largest_pair_sum,True,10000,1000,1000,True,True,114.76940155029297,71.4880599975586,-181.0,200.0,138.0,180.0,8.0266916817868,2.0874500274658203,116.15699768066406,71.90987396240234,-172.0,200.0,139.5,186.0,9.198096480607935,2.113555908203125,117.86399841308594,72.41976928710938,-159.0,200.0,142.5,168.0,9.157192135771098,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,131,16.672393969669464,5.0488879308104515,32.05057144165039,1.5225515365600586,0.6346588134765625,123.86109924316406,9325008388096.0,0.9938888709984658,0.028925132006406784,0.02723858691751957,31.739120572805405
mean_baseline,1,5,0,16,-100,100,largest_pair_sum,True,10000,1000,1000,True,True,114.76940155029297,71.4880599975586,-181.0,200.0,138.0,180.0,8.0266916817868,2.0874500274658203,116.15699768066406,71.90987396240234,-172.0,200.0,139.5,186.0,9.198096480607935,2.113555908203125,117.86399841308594,72.41976928710938,-159.0,200.0,142.5,168.0,9.157192135771098,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,1,5110.542223640001,5172.95578476,5254.20005316,57.10287399999999,51.230599999999995,273.7694,516875427073536.75,-0.0018259745723778753,0.5379340421641239,1.0215756333875572,5254.20005316
deepsets_mlp_sum,1,5,6921,16,-100,100,largest_triple_sum,True,10000,1000,1000,True,True,141.4102020263672,105.61695861816406,-245.0,298.0,170.0,217.0,8.8759865462265,2.0874500274658203,143.04400634765625,106.63481903076172,-198.0,295.0,174.0,193.0,10.520719959844948,2.113555908203125,146.81700134277344,107.17716979980469,-222.0,297.0,181.0,206.0,10.545288564180602,2.126591205596924,500,15,1e-09,0.001,64,99999,0.005,10.0,0.75,5,False,True,master_everything.csv,mse,True,227,11.567394891362282,11.75746089220047,14.288147926330566,2.8292860984802246,2.293426513671875,20.86187744140625,4727332929536.0,0.9987561403676137,0.04450185224413872,0.03257719799876213,14.323534607887268
