label,type,max_set_size_mean,test_mae_mean,test_max_error_mean,test_r2_mean
cardinality,sorted_mlp,32,0.9258538842201233,5.715673828125,0.9822856858115454
cardinality,small_set_transformer,32,0.27750714421272277,3.2900154113769533,0.9978396488513169
cardinality,pna,32,0.30072433352470396,3.213670349121094,0.9977025294421245
largest_contiguous_sum,deepsets_mlp_sum,32,2.0892369985580443,79.34791717529296,0.99920772387845
largest_contiguous_sum,deepsets_mlp_fspool,32,1.7760609149932862,45.552086639404294,0.9996940750288443
largest_contiguous_sum,sorted_mlp,32,1.9273057937622071,48.94051055908203,0.999739769830232
largest_contiguous_sum,small_set_transformer,32,2.2772510766983034,47.15521392822266,0.9996809646274931
largest_contiguous_sum,pna,32,9.958002281188964,58.71876831054688,0.9974899261940504
largest_pair_sum,deepsets_mlp_sum,32,12.433403968811035,74.57216262817383,0.9311686899852376
largest_pair_sum,deepsets_mlp_fspool,32,5.349783897399902,44.78517990112305,0.9863279236718003
largest_pair_sum,sorted_mlp,32,1.4016112327575683,65.06308670043946,0.9938826785319124
largest_pair_sum,small_set_transformer,32,3.1987185955047606,70.2418586730957,0.990006377706886
largest_pair_sum,pna,32,5.224363040924072,29.25599365234375,0.9876050466902992
largest_triple_sum,deepsets_mlp_sum,32,15.61980323791504,108.02877655029297,0.9554369601337374
largest_triple_sum,deepsets_mlp_fspool,32,7.169057464599609,56.110304260253905,0.989316859410082
largest_triple_sum,sorted_mlp,32,2.629890727996826,75.79076843261718,0.9948146512893311
largest_triple_sum,small_set_transformer,32,6.087011909484863,69.45132293701172,0.9901912799048235
largest_triple_sum,pna,32,8.33936653137207,43.28014221191407,0.9872748415284718
longest_seq_length,deepsets_mlp_sum,32,0.43247894048690794,3.3149059295654295,0.5309388412040134
longest_seq_length,deepsets_mlp_fspool,32,0.4256037175655365,3.225191116333008,0.5332410900037872
longest_seq_length,sorted_mlp,32,0.432373970746994,3.149014043807983,0.5224001585768955
longest_seq_length,small_set_transformer,32,0.43740895986557,3.357740545272827,0.5199936499704962
longest_seq_length,pna,32,0.43087812066078185,3.33176474571228,0.528039241769001
max,deepsets_mlp_sum,32,8.308706092834473,63.30778427124024,0.8552177186738416
max,deepsets_mlp_fspool,32,2.685753583908081,38.504615783691406,0.980836109986534
max,sorted_mlp,32,0.6332026660442353,47.490351867675784,0.9910454170062668
max,small_set_transformer,32,0.29070582091808317,36.42651538848877,0.997095446636766
max,pna,32,0.2734664186835289,2.254487419128418,0.9998648610546624
sum,deepsets_mlp_sum,32,0.622703242301941,4.198883056640625,0.9999846841738147
sum,deepsets_mlp_fspool,32,0.8560232639312744,7.063714599609375,0.999971682642004
sum,sorted_mlp,32,1.0913204312324525,30.24906005859375,0.9999227965228096
sum,small_set_transformer,32,0.9914642214775086,5.0932159423828125,0.9999704175884663
sum,pna,32,1.6426616430282592,66.05028076171875,0.9997163604568364
cardinality,deepsets_mlp_sum,64,0.00461337560554964,0.015556335449218719,0.9999998326675946
cardinality,deepsets_mlp_fspool,64,0.061869897693395556,0.9453982353210449,0.9999519312015787
cardinality,sorted_mlp,64,1.4255758047103881,8.528944778442384,0.9898272552837313
cardinality,small_set_transformer,64,0.5176981508731842,3.7679420471191407,0.9985736110344099
cardinality,pna,64,0.6537885427474975,6.367276573181153,0.9977168428405296
largest_contiguous_sum,deepsets_mlp_sum,64,1.1390664339065553,82.56643218994141,0.9998624743977264
largest_contiguous_sum,deepsets_mlp_fspool,64,1.4900332927703857,54.951506805419925,0.9999265865060535
largest_contiguous_sum,sorted_mlp,64,2.9567559719085694,60.595263671875,0.999886031352012
largest_contiguous_sum,small_set_transformer,64,2.292023229598999,40.7301643371582,0.9999323918571971
largest_contiguous_sum,pna,64,15.8693603515625,96.90988159179688,0.998155331772596
largest_pair_sum,deepsets_mlp_sum,64,11.870214462280273,112.48719482421875,0.8954140458296257
largest_pair_sum,deepsets_mlp_fspool,64,6.751803207397461,37.64819412231445,0.9692570553033653
largest_pair_sum,sorted_mlp,64,1.3631283044815063,62.567606353759764,0.9909640207603155
largest_pair_sum,small_set_transformer,64,3.811670017242432,74.01347045898437,0.9794930664450462
largest_pair_sum,pna,64,4.142145776748658,26.506741333007813,0.9868573325195371
largest_triple_sum,deepsets_mlp_sum,64,19.321482849121093,130.16472625732422,0.900981441205861
largest_triple_sum,deepsets_mlp_fspool,64,10.330241775512695,56.46418151855469,0.9726026700963889
largest_triple_sum,sorted_mlp,64,1.779256319999695,71.38611755371093,0.9944711240146697
largest_triple_sum,small_set_transformer,64,6.451005172729492,85.58290252685546,0.9828717718532101
largest_triple_sum,pna,64,7.34660587310791,47.768348693847656,0.9855573834025375
longest_seq_length,deepsets_mlp_sum,64,0.5902390360832215,4.467857551574707,0.6591085035398946
longest_seq_length,deepsets_mlp_fspool,64,0.5936949372291564,4.48268871307373,0.6533962507989047
longest_seq_length,sorted_mlp,64,0.5959403276443481,4.5956989288330075,0.6492047361680913
longest_seq_length,small_set_transformer,64,0.6000847339630127,4.491227722167968,0.6477070518702666
longest_seq_length,pna,64,0.6051653504371644,4.426133060455323,0.6497807005028571
max,deepsets_mlp_sum,64,6.698812580108642,82.1366455078125,0.8068202053558954
max,deepsets_mlp_fspool,64,3.4405369758605957,38.14875259399414,0.9546565122970859
max,sorted_mlp,64,0.6236734032630921,41.53306922912598,0.9920440764414595
max,small_set_transformer,64,0.4950776219367981,32.76172103881836,0.9921715007412064
max,pna,64,0.21491537094116211,5.38206787109375,0.9996754987435971
sum,deepsets_mlp_sum,64,0.8770720660686493,4.290655517578125,0.9999866017255675
sum,deepsets_mlp_fspool,64,1.3824307203292847,10.1053466796875,0.9999681252639349
sum,sorted_mlp,64,1.5888531446456908,29.874774169921874,0.9999530645480934
sum,small_set_transformer,64,1.981000542640686,17.61795654296875,0.9999175431304999
sum,pna,64,3.099429559707642,93.79420166015625,0.9996725526176545
cardinality,deepsets_mlp_sum,128,0.02748901043087238,0.06479492187499998,0.9999988345166638
cardinality,deepsets_mlp_fspool,128,0.8379361927509308,4.858405208587646,0.9986393431528707
cardinality,sorted_mlp,128,2.1064780235290526,10.58917007446289,0.9944539557955909
cardinality,small_set_transformer,128,0.973551607131958,6.746434020996094,0.9987608760281065
cardinality,pna,128,0.8407121896743774,6.219474124908447,0.999105632958264
largest_contiguous_sum,deepsets_mlp_sum,128,1.9521675825119018,84.31329803466798,0.9999764653884136
largest_contiguous_sum,deepsets_mlp_fspool,128,2.440480947494507,82.94182662963867,0.9999657012172325
largest_contiguous_sum,sorted_mlp,128,5.206730365753174,136.28366088867188,0.9998961269513892
largest_contiguous_sum,small_set_transformer,128,4.204778099060059,77.25918655395508,0.9999537366385145
largest_contiguous_sum,pna,128,23.096433258056642,136.6348876953125,0.9990077746973618
largest_pair_sum,deepsets_mlp_sum,128,12.115908432006837,133.60476531982422,0.7464619502002796
largest_pair_sum,deepsets_mlp_fspool,128,7.239981746673584,46.499244689941406,0.9351967216904751
largest_pair_sum,sorted_mlp,128,1.4269211888313293,62.11351547241211,0.9886010679312911
largest_pair_sum,small_set_transformer,128,3.304883432388306,74.02306823730468,0.9705364421931568
largest_pair_sum,pna,128,2.943557119369507,29.42718505859375,0.9864000234444752
largest_triple_sum,deepsets_mlp_sum,128,13.117676162719727,118.23312530517578,0.9207858833167124
largest_triple_sum,deepsets_mlp_fspool,128,12.191784477233886,66.04804916381836,0.9362225508597358
largest_triple_sum,sorted_mlp,128,1.968671488761902,89.66800384521484,0.9926264086558385
largest_triple_sum,small_set_transformer,128,5.373301696777344,90.89449005126953,0.9744880199056432
largest_triple_sum,pna,128,5.372128295898437,42.898721313476564,0.9850873892843056
longest_seq_length,deepsets_mlp_sum,128,0.9588855147361756,8.013358974456787,0.7537887796477737
longest_seq_length,deepsets_mlp_fspool,128,0.9754444003105164,8.029067611694336,0.749247524874354
longest_seq_length,sorted_mlp,128,0.9833311676979065,8.025919246673585,0.7455598952261544
longest_seq_length,small_set_transformer,128,0.9743448615074157,8.012419509887696,0.751151921208508
longest_seq_length,pna,128,0.9742780089378357,8.049294662475585,0.7499437169106535
max,deepsets_mlp_sum,128,4.762355089187622,85.35604858398438,0.7524500281958174
max,deepsets_mlp_fspool,128,3.8105931282043457,43.195207595825195,0.8961544594118003
max,sorted_mlp,128,0.6777893781661988,43.38621597290039,0.9810933977912029
max,small_set_transformer,128,0.4623064935207367,43.52793579101562,0.9818230446490249
max,pna,128,0.15051597505807873,5.016062164306641,0.999531486432433
sum,deepsets_mlp_sum,128,1.5700395584106446,7.101375579833984,0.9999786883345567
sum,deepsets_mlp_fspool,128,2.831278049945831,20.673193359375,0.9999177562565645
sum,sorted_mlp,128,4.21238603591919,56.7866455078125,0.9998461595235455
sum,small_set_transformer,128,5.754328918457031,63.05468597412109,0.9997318757686464
sum,pna,128,4.0558477401733395,152.9998291015625,0.9995114858065298
cardinality,deepsets_mlp_sum,256,0.032750050351023616,0.0659576416015625,0.9999997198751605
cardinality,deepsets_mlp_fspool,256,1.8942635536193848,10.437249755859375,0.9989247519192144
cardinality,sorted_mlp,256,3.2834728717803956,17.138568115234374,0.9966436321789411
cardinality,small_set_transformer,256,1.4364487409591675,8.077294921875,0.9993936178692595
cardinality,pna,256,1.2611745595932007,6.629193878173828,0.9995566453417704
largest_contiguous_sum,deepsets_mlp_sum,256,3.370332884788513,59.89357070922851,0.9999920215283513
largest_contiguous_sum,deepsets_mlp_fspool,256,3.8634896755218504,83.9196990966797,0.9999834465704724
largest_contiguous_sum,sorted_mlp,256,6.350491046905518,102.4458984375,0.9999689660618534
largest_contiguous_sum,small_set_transformer,256,20.490125274658205,161.65193786621094,0.9996627446010253
largest_contiguous_sum,pna,256,34.49488983154297,235.30247192382814,0.9994289548061186
largest_pair_sum,deepsets_mlp_sum,256,9.130195045471192,161.2392791748047,0.6606115277168039
largest_pair_sum,deepsets_mlp_fspool,256,10.02488613128662,74.7525634765625,0.7720667646952689
largest_pair_sum,sorted_mlp,256,1.3930708646774292,64.23381004333496,0.9840181605263829
largest_pair_sum,small_set_transformer,256,2.488061213493347,72.79129943847656,0.9498970471709434
largest_pair_sum,pna,256,2.009666848182678,26.506109619140624,0.9854640058634028
largest_triple_sum,deepsets_mlp_sum,256,45.757676887512204,226.9843002319336,-1.1280363524155832
largest_triple_sum,deepsets_mlp_fspool,256,14.166168785095214,99.32233581542968,0.8513829742914705
largest_triple_sum,sorted_mlp,256,1.5617985486984254,93.06418914794922,0.9903141770079029
largest_triple_sum,small_set_transformer,256,4.297723388671875,112.4653076171875,0.956727415559904
largest_triple_sum,pna,256,3.8850354671478273,58.425096130371095,0.983193661592748
longest_seq_length,deepsets_mlp_sum,256,2.178180384635925,23.738722610473634,0.7984419179454114
longest_seq_length,deepsets_mlp_fspool,256,2.085375165939331,23.531037902832033,0.8060947444639031
longest_seq_length,sorted_mlp,256,2.0374094247817993,23.09839210510254,0.8097626234975264
longest_seq_length,small_set_transformer,256,2.013169002532959,22.774760437011718,0.8149359696123142
longest_seq_length,pna,256,2.021311402320862,22.259492492675783,0.8169424212626826
max,deepsets_mlp_sum,256,3.642755556106567,89.1619888305664,0.6165093851505218
max,deepsets_mlp_fspool,256,4.467354393005371,37.36362838745117,0.7289722965759418
max,sorted_mlp,256,0.831948745250702,32.93356285095215,0.9762319760141744
max,small_set_transformer,256,0.26251082122325897,21.291510391235352,0.9854600563622455
max,pna,256,0.19107807576656338,7.685563659667968,0.9987217408202425
sum,deepsets_mlp_sum,256,2.8383068680763244,18.4809814453125,0.9999583105331246
sum,deepsets_mlp_fspool,256,6.891737699508667,31.49525718688965,0.9997846401560748
sum,sorted_mlp,256,8.964031791687011,110.57762451171875,0.9997176851931938
sum,small_set_transformer,256,30.420345115661622,374.78720703125,0.9918568525002771
sum,pna,256,6.463748645782471,277.8763671875,0.999392411955484
cardinality,deepsets_mlp_sum,512,0.1187217943370342,0.28145751953125,0.9999984342918461
cardinality,deepsets_mlp_fspool,512,2.9432575702667236,15.8282958984375,0.9993494971018742
cardinality,sorted_mlp,512,6.301157379150391,36.41405029296875,0.9967398831908684
cardinality,small_set_transformer,512,2.6813175201416017,11.283708190917968,0.9994966118679425
cardinality,pna,512,1.25419762134552,8.273155212402344,0.9998838860042989
largest_contiguous_sum,deepsets_mlp_sum,512,5.51804666519165,53.8706558227539,0.9999954696992474
largest_contiguous_sum,deepsets_mlp_fspool,512,8.391476774215699,110.28833312988282,0.9999872097942302
largest_contiguous_sum,sorted_mlp,512,9.060334873199462,139.91016082763673,0.9999838458658473
largest_contiguous_sum,small_set_transformer,512,88.88531265258788,748.255078125,0.9986705621423339
largest_contiguous_sum,pna,512,49.05804214477539,356.112890625,0.9996940020673153
largest_pair_sum,deepsets_mlp_sum,512,27.84221839904785,190.99737091064452,-4.334306663147426
largest_pair_sum,deepsets_mlp_fspool,512,11.812992286682128,95.94121704101562,0.44369562205315205
largest_pair_sum,sorted_mlp,512,1.5009865045547486,54.676692962646484,0.9787937025138786
largest_pair_sum,small_set_transformer,512,1.9002672195434571,63.0752685546875,0.9488532637651733
largest_pair_sum,pna,512,1.3719035387039185,30.728849029541017,0.9822212747940201
largest_triple_sum,deepsets_mlp_sum,512,105.61442108154297,555.7261108398437,-11.367487376975532
largest_triple_sum,deepsets_mlp_fspool,512,20.63279914855957,121.58458862304687,0.4371332337143067
largest_triple_sum,sorted_mlp,512,2.2244662761688234,76.94175720214844,0.981506140184526
largest_triple_sum,small_set_transformer,512,3.584412956237793,121.0953155517578,0.9370218080295485
largest_triple_sum,pna,512,2.6082224369049074,55.22428588867187,0.9821356465751012
longest_seq_length,deepsets_mlp_sum,512,7.745652961730957,125.66853637695313,0.8277857913064214
longest_seq_length,deepsets_mlp_fspool,512,9.155280494689942,135.54552001953124,0.7809216098954846
longest_seq_length,sorted_mlp,512,7.5972240447998045,121.25270080566406,0.8334696723931492
longest_seq_length,small_set_transformer,512,7.483345985412598,118.21990356445312,0.8380406294332097
longest_seq_length,pna,512,7.550523471832276,121.34635620117187,0.837730103387296
max,deepsets_mlp_sum,512,3.513060188293457,87.74802322387696,0.49876428736770456
max,deepsets_mlp_fspool,512,5.872641277313233,52.44803695678711,0.20719882903001433
max,sorted_mlp,512,0.879435932636261,29.22280044555664,0.9660966571521555
max,small_set_transformer,512,0.22673474550247188,16.735612869262695,0.9930377249497028
max,pna,512,0.15532388836145397,6.235475158691406,0.9981944301934573
sum,deepsets_mlp_sum,512,3.561350917816162,17.572142028808592,0.9999698716314084
sum,deepsets_mlp_fspool,512,10.062744331359863,53.279972839355466,0.9997734958336725
sum,sorted_mlp,512,15.096494102478028,200.76245727539063,0.9994227863267277
sum,small_set_transformer,512,46.845805931091306,759.8178756713867,0.9916244996157644
sum,pna,512,13.474451446533203,272.11345825195315,0.9993923987598734
cardinality,deepsets_mlp_sum,1024,0.2380133374594152,0.526416015625,0.9999982608081336
cardinality,deepsets_mlp_fspool,1024,4.143700647354126,20.0465576171875,0.9996848897049132
cardinality,sorted_mlp,1024,9.721307563781739,54.3556396484375,0.9980710633363185
cardinality,small_set_transformer,1024,3.9689754009246827,24.561035537719725,0.9996832160202287
cardinality,pna,1024,1.8635406970977784,11.878414916992188,0.9999289094668329
largest_contiguous_sum,deepsets_mlp_sum,1024,15.806221008300781,38.45010070800781,0.9999934158127457
largest_contiguous_sum,deepsets_mlp_fspool,1024,11.257683944702148,118.60159301757812,0.999994656655752
largest_contiguous_sum,sorted_mlp,1024,17.092340660095214,225.04819946289064,0.999988018913043
largest_contiguous_sum,small_set_transformer,1024,186.8546569824219,1052.830859375,0.9985218236099659
largest_contiguous_sum,pna,1024,74.91633758544921,575.233203125,0.9998180772158151
largest_pair_sum,deepsets_mlp_sum,1024,32.1972894191742,185.58114776611328,-18.370573294053752
largest_pair_sum,deepsets_mlp_fspool,1024,16.829632186889647,125.11194763183593,-2.3865034357465937
largest_pair_sum,sorted_mlp,1024,1.5184480667114257,44.016719818115234,0.9542030155563683
largest_pair_sum,small_set_transformer,1024,1.0642850279808045,56.42020263671875,0.915744494629841
largest_pair_sum,pna,1024,0.9602079629898072,31.199224853515624,0.9666220621423351
largest_triple_sum,deepsets_mlp_sum,1024,109.59062805175782,403.564013671875,-31.940144769652676
largest_triple_sum,deepsets_mlp_fspool,1024,24.86661567687988,201.92098083496094,-1.0657125166247738
largest_triple_sum,sorted_mlp,1024,2.103862738609314,60.42415428161621,0.9745777842797148
largest_triple_sum,small_set_transformer,1024,2.2525622606277467,113.85233306884766,0.9055371034577316
largest_triple_sum,pna,1024,1.8357101202011108,46.250318908691405,0.9720919831165633
longest_seq_length,deepsets_mlp_sum,1024,118.1850601196289,532.4531372070312,0.6203751152699641
longest_seq_length,deepsets_mlp_fspool,1024,79.18795318603516,568.0575500488281,0.7403154795791288
longest_seq_length,sorted_mlp,1024,58.14371871948242,426.9469299316406,0.8321839970844545
longest_seq_length,small_set_transformer,1024,57.77910232543945,419.7595275878906,0.8384865883797483
longest_seq_length,pna,1024,56.8653678894043,401.6979614257813,0.8381018712885282
max,deepsets_mlp_sum,1024,2.2197014808654787,83.84294738769532,-0.11889198755852712
max,deepsets_mlp_fspool,1024,7.164022541046142,46.3190299987793,-2.784655729609028
max,sorted_mlp,1024,0.8376549243927002,14.114454650878907,0.9320334097355636
max,small_set_transformer,1024,0.25118613019585606,9.497278594970703,0.984718950879633
max,pna,1024,0.15644365996122356,7.171546936035156,0.9939309868187381
sum,deepsets_mlp_sum,1024,9.318160343170167,32.56775817871094,0.9998927986792221
sum,deepsets_mlp_fspool,1024,15.024700832366943,75.75696868896485,0.9997361334964457
sum,sorted_mlp,1024,43.158701705932614,347.6579833984375,0.9983406593296771
sum,small_set_transformer,1024,78.00289459228516,1018.571875,0.984110223077446
sum,pna,1024,26.736752319335938,1115.143212890625,0.9978724637617109
